upi_number,upi_holder_name,state,dob,pin_code,datetime,transaction_amount,seller_name,merchant_category,is_scam
6843395872,Inaya Brar,Nagaland,2003-01-04,573592,2024-10-19 17:25:57,29451.45,"Raja, Kumer and Parmer",Clothing,1
9715953944,Girindra Dani,Kerala,1995-06-29,041632,2025-04-19 16:21:03,34698.44,Datta and Sons,Electronics,0
6991430858,Finn Bora,Gujarat,1971-06-05,207612,2024-12-12 13:48:14,18859.04,Anand Ltd,Groceries,1
9137362117,Veda Sen,Odisha,1981-07-26,215415,2024-10-29 18:06:06,17849.68,Bala-Barman,Groceries,0
7531153171,Zaid Doctor,Puducherry,2002-01-25,299220,2025-03-22 16:11:06,2429.86,Sur PLC,Groceries,0
6183634782,Jack Pillay,Gujarat,1987-02-24,407339,2025-02-04 18:21:51,22995.85,Nazareth PLC,Utilities,1
6400083325,Manya Rajagopal,Tamil Nadu,1983-10-04,399501,2024-11-17 04:05:36,42406.91,Dhillon Group,Clothing,0
8024850804,Yachana Deol,Lakshadweep,1985-05-02,768306,2024-09-11 17:37:32,37533.91,"Jaggi, Natarajan and Mane",Groceries,0
6539231848,Tara Jha,Puducherry,2005-05-10,907199,2025-01-06 01:08:42,38834.94,Dash-Trivedi,Groceries,1
8966658958,Omisha Chandran,Goa,1983-04-20,014436,2024-10-03 14:39:41,5555.13,"Sunder, Banerjee and Sridhar",Travel,0
6091933216,Isaiah Kata,Chhattisgarh,1991-02-17,815707,2024-05-04 18:15:09,49134.2,Goyal Group,Travel,0
9420971254,Chandresh Dixit,Dadra and Nagar Haveli and Daman and Diu,1980-03-11,505483,2025-01-30 18:57:51,7799.58,"Panchal, Tella and Mitra",Clothing,0
9622178095,Chasmum Krishnan,Andaman and Nicobar Islands,1974-03-01,653643,2024-12-05 04:58:03,38808.42,Sankaran LLC,Travel,0
9366314687,Zinal Bakshi,Himachal Pradesh,1991-12-15,122182,2025-04-10 23:41:20,20285.26,Prakash-Hegde,Clothing,0
9652673665,Ati Dugar,Himachal Pradesh,1968-08-18,148340,2024-12-06 15:59:35,27440.25,Ranganathan Ltd,Travel,0
7151181590,Ria Kaul,Arunachal Pradesh,2003-04-16,901174,2024-10-18 15:13:19,30280.91,Sarna Ltd,Clothing,0
8081593580,Samarth Patla,Sikkim,1972-05-31,433485,2024-06-15 17:44:19,31287.54,Hans Group,Electronics,1
7237996181,Samar Kata,Karnataka,1996-01-03,926898,2024-12-05 19:03:02,15803.11,Bhavsar and Sons,Groceries,1
6050329305,Lekha Sibal,Bihar,2005-01-05,287393,2024-10-19 08:26:59,13824.22,Mahal Ltd,Travel,0
9544679462,Sara Prasad,Meghalaya,1967-07-09,319393,2025-01-27 12:52:11,22653.94,Lala and Sons,Clothing,1
8599497632,Panini Palla,Jharkhand,1974-11-03,329172,2024-09-20 02:46:25,19331.55,Sahni Group,Travel,1
8440194216,Ishani Sani,Rajasthan,1992-11-19,237803,2024-05-03 16:22:31,37357.96,Maharaj-Dalal,Electronics,0
9476093894,Sara Chaudhary,Chhattisgarh,1978-07-06,226417,2024-06-01 12:27:36,29691.64,"Sen, Thaker and Srinivasan",Electronics,1
9598476936,Ikbal Suri,Telangana,1978-08-05,912254,2024-07-06 03:14:30,54.64,Yohannan-Gour,Utilities,1
6038758396,Aarav Shankar,Madhya Pradesh,1997-01-08,092924,2024-08-21 15:40:36,11157.6,Kala LLC,Groceries,0
9065113434,Fariq Raj,Punjab,1969-12-21,327897,2024-05-27 16:34:12,5406.19,Murthy PLC,Clothing,0
9981722201,Aarush Mani,Tripura,1979-04-06,884931,2024-10-02 09:56:48,23145.0,Ben Group,Travel,0
9063287648,Zilmil Toor,Punjab,1975-11-11,316662,2024-07-22 17:08:17,48305.94,Choudhry-Mody,Utilities,1
6089518635,Ekavir Ganguly,Odisha,1972-06-14,522286,2025-02-04 13:50:54,43153.48,Bhakta-Peri,Electronics,0
9564377088,Inaya Chawla,Chandigarh,1966-04-25,425777,2025-02-14 06:41:04,33684.86,Bedi Inc,Travel,0
8743546514,Aayush Chatterjee,Bihar,1979-11-22,873954,2024-07-27 05:15:35,37352.14,Cheema-Gour,Electronics,1
7101987825,Ganga Koshy,Odisha,1982-01-12,573950,2024-08-17 08:25:09,11821.08,Chaudhuri LLC,Utilities,0
9508011563,Nitesh Ganesh,Jharkhand,1996-05-22,989938,2024-07-07 17:35:11,4031.17,Narain-Pai,Clothing,0
6632736728,Sneha Malhotra,Kerala,1993-02-15,427008,2024-06-25 22:23:02,37333.95,Radhakrishnan-Mohanty,Travel,0
7820374818,Elijah Atwal,Dadra and Nagar Haveli and Daman and Diu,1977-11-02,749651,2024-07-03 06:47:39,2478.07,Chad Inc,Utilities,0
9339595305,Michael Sarkar,Sikkim,1972-08-21,358923,2024-05-06 20:32:42,27492.8,"Sankaran, Parikh and Vaidya",Travel,0
7258332558,Dalbir Deshmukh,Rajasthan,1992-11-21,201848,2024-05-19 00:43:29,2802.94,"Srinivas, Maharaj and Rana",Electronics,0
6124489169,Diya Jhaveri,Chandigarh,1990-09-13,636602,2024-04-30 20:35:30,44317.07,Sankaran PLC,Electronics,1
7566247950,Hemang Wali,Jharkhand,1989-12-17,528025,2024-05-25 04:36:03,13730.94,"Shroff, Bobal and Kari",Electronics,0
8517376448,Raagini Bose,Arunachal Pradesh,1995-03-30,306935,2024-08-05 00:43:29,28469.05,"Parmer, Gill and Chhabra",Groceries,0
8822157173,Alexander Brar,Bihar,1989-11-06,168640,2025-04-11 10:21:52,22196.8,Buch-Uppal,Groceries,1
7280322321,Nihal Dyal,Karnataka,1988-09-02,671814,2024-11-03 09:40:40,31969.34,"Agrawal, Prakash and Batta",Electronics,0
6351455628,Bhavya Ramesh,Rajasthan,1990-05-17,406262,2024-11-15 21:33:55,12454.92,"Grover, Zacharia and Nagarajan",Electronics,0
6943233033,Ekiya Bahri,West Bengal,1974-06-13,421071,2024-05-25 09:06:32,41442.67,"Reddy, Borah and Hayer",Utilities,0
7378658688,Xalak Varughese,Jammu and Kashmir,1977-05-12,930717,2024-12-26 11:33:06,43733.07,Viswanathan-Patla,Clothing,1
6470286991,Suhani Kata,Tamil Nadu,1990-11-02,193922,2024-08-03 20:22:54,28996.55,Garg Group,Travel,0
9978397232,Elijah Balay,Meghalaya,1966-12-28,526116,2025-01-06 20:09:29,14410.09,Bobal-Tandon,Travel,0
8946999325,Damini Lalla,Madhya Pradesh,1974-06-03,678976,2024-08-17 19:17:11,13797.89,Lata and Sons,Clothing,1
8825717319,Nihal Dalal,Nagaland,1966-01-17,947263,2024-06-25 20:56:44,14088.1,"Vyas, Sagar and Kara",Electronics,1
8805619995,Odika Trivedi,Uttarakhand,1987-02-17,069576,2024-07-19 12:09:15,20128.18,Setty Group,Utilities,1
6607201002,Neel Barman,Assam,1986-06-20,613204,2024-09-06 19:28:36,15361.31,Gera Ltd,Utilities,1
9072154751,Mekhala Choudhry,Tripura,1983-08-24,676493,2024-12-14 22:24:17,26294.3,Krishnan-Puri,Groceries,0
6806930457,Ati Reddy,Jammu and Kashmir,1990-10-23,372407,2024-10-03 19:58:49,5980.87,Loke Group,Travel,0
8168963507,Omya Naidu,Odisha,2004-08-14,702820,2024-11-01 12:06:05,21784.16,"Borra, Bhattacharyya and Morar",Travel,0
7321596479,Kiaan Sen,Jharkhand,1994-01-14,261343,2024-06-16 10:02:49,40890.65,Vaidya-Vasa,Groceries,1
8543054692,Brijesh Sangha,Jharkhand,2000-08-01,907332,2024-06-15 14:01:26,15102.23,Ganguly-Hayre,Groceries,0
9697133709,Devika Edwin,Lakshadweep,1974-07-14,535855,2024-07-26 19:20:37,33169.68,"Sen, Agrawal and Wadhwa",Electronics,0
7555605427,Saksham Sem,Telangana,2001-10-19,307986,2025-01-20 07:56:28,23344.95,"Mallick, Gill and Ramaswamy",Travel,1
8188643476,Abdul Samra,Meghalaya,1982-08-27,286266,2025-03-08 19:10:27,44654.78,Kohli-Pandey,Clothing,0
8419792121,Vedhika Loyal,Madhya Pradesh,1988-05-01,873110,2024-07-10 15:10:51,43012.67,"Butala, Dara and Kala",Travel,0
8251126369,Amaira Bajwa,Karnataka,1992-06-02,059945,2025-03-09 21:51:24,11269.43,Batra-Naidu,Groceries,0
6885495396,Jyoti Yohannan,Odisha,1989-03-27,513019,2025-04-04 17:57:52,20452.88,Karan-Devi,Clothing,0
9493338962,Vritti Atwal,West Bengal,1980-06-19,610614,2024-09-17 13:04:35,28881.66,Manne Group,Clothing,1
7568680689,Unnati Sarma,Telangana,1985-08-14,715780,2024-07-19 13:50:56,45759.87,Kanda-Mangal,Utilities,0
6479051648,Yuvraj Loke,Puducherry,1976-04-04,688630,2024-10-26 07:05:05,22603.08,"Sant, Munshi and Bobal",Travel,1
6377174811,Ati Viswanathan,Gujarat,1993-03-05,055848,2025-01-23 18:41:37,10968.17,"Anne, Chakraborty and Shere",Utilities,0
8801790869,Inaya Sengupta,Himachal Pradesh,2002-05-14,445846,2024-12-23 22:56:22,22448.05,Mall-Sagar,Clothing,0
6713607227,Jason Ramesh,West Bengal,1993-01-17,258397,2024-08-18 14:35:59,37971.23,"Hayre, Barman and Loyal",Electronics,0
8812383433,Ubika Hans,Karnataka,1978-04-05,751610,2024-07-29 21:18:09,1325.69,Venkataraman-Chana,Utilities,0
7939334364,David Barad,Gujarat,1987-03-03,548401,2024-09-25 18:22:55,29508.32,Bhasin LLC,Electronics,1
8576576811,Warinder Savant,Sikkim,1998-11-28,948355,2024-11-02 10:01:31,29486.25,Narayanan-Amble,Electronics,1
6154379947,Umang Kunda,Kerala,1971-09-01,674111,2024-09-03 09:37:41,40105.08,"Aurora, Narula and Sule",Groceries,1
7656713845,Chaitaly Acharya,Goa,2000-06-03,052615,2024-09-10 01:44:53,21491.14,Thaman Group,Travel,1
6929481028,Aahana Kohli,Andaman and Nicobar Islands,1990-08-11,802648,2024-06-11 04:56:53,8651.39,De-Samra,Electronics,0
6738802970,Zaitra Randhawa,Tripura,1978-11-07,314257,2024-11-01 05:51:26,8045.89,Raja-Bahri,Electronics,0
6697827604,Ayushman Mallick,Manipur,1974-12-29,673040,2024-05-11 19:46:02,41895.52,Chaudhary-Kadakia,Electronics,0
9029290764,Chanchal Ramachandran,Telangana,1974-09-27,879348,2025-03-03 04:37:51,455.76,Rattan-Dayal,Electronics,1
7344058139,Libni Balay,Mizoram,1965-05-09,330779,2025-04-18 03:45:15,46780.06,Chand Group,Groceries,1
7238210182,Nitara Halder,Bihar,1966-04-27,400573,2024-07-28 03:10:49,15872.59,"Muni, Kohli and Zachariah",Clothing,0
8120407867,Fitan Goyal,Haryana,1999-03-05,331822,2024-05-08 14:51:44,27472.98,"Pingle, Shere and Kaur",Groceries,1
6122914307,Jacob Grewal,Ladakh,1990-10-09,853630,2024-12-03 04:23:47,49374.35,"Din, Din and Menon",Clothing,0
6391597032,Chatresh Bhakta,Uttarakhand,1993-07-25,436599,2024-10-24 03:43:54,6108.94,Vaidya PLC,Electronics,1
8908763418,Gaurav Purohit,Chandigarh,1995-06-29,811909,2025-03-13 11:59:17,10617.08,"Johal, Arora and Dhar",Travel,0
7532262434,Rajeshri Bose,Delhi,1992-07-23,945937,2024-05-18 00:52:10,41379.51,"Thakur, Mammen and Chaudhuri",Travel,0
8531864974,Ethan Sen,Puducherry,1974-09-02,350285,2025-04-22 10:01:53,46897.28,"Raju, Pandey and Dalal",Electronics,1
8891871051,Jalsa Mody,Maharashtra,1988-12-18,003089,2025-02-09 05:20:12,883.97,"Manda, Swamy and Palla",Electronics,0
7893381209,Joshua Lad,Jharkhand,1985-03-29,980451,2024-10-23 06:51:08,32211.87,"Sura, Raghavan and Suresh",Travel,1
7366091764,Zaitra Sha,Chandigarh,1998-02-05,325101,2024-09-24 03:16:39,25669.73,Narula-Singhal,Electronics,1
8714373871,Samesh Ranganathan,Andaman and Nicobar Islands,1994-05-01,889171,2025-03-30 23:02:17,5572.13,Varty-Toor,Electronics,1
8565083942,Faris Nayar,Uttar Pradesh,1997-05-17,131717,2024-06-07 08:51:39,44269.79,Keer LLC,Travel,0
9346069108,Aashi Sangha,Uttarakhand,1970-04-19,072455,2024-04-24 23:56:04,8014.75,"Raman, Dua and Mohanty",Travel,1
8918876656,Naksh Prakash,Karnataka,2003-10-30,130807,2024-05-14 06:15:56,25907.45,"Mody, Bali and Dugar",Utilities,1
7043637638,Michael Dugar,Punjab,1984-09-09,822953,2024-11-07 09:27:57,37927.38,Chahal Ltd,Clothing,1
6147520711,Vyanjana Rajagopalan,Jharkhand,1996-08-16,571044,2024-12-14 17:51:46,21168.96,Anne Ltd,Travel,0
8145516085,Veda Raja,Himachal Pradesh,1974-05-17,036933,2024-07-21 16:46:01,27398.43,Pradhan Group,Utilities,1
9042772142,Aadi Bhatnagar,Jharkhand,1994-12-14,285245,2024-06-04 08:47:30,29775.35,"Sagar, Cheema and Walla",Travel,0
6457171075,Aarini Deshmukh,Meghalaya,1989-12-02,329790,2024-09-08 18:22:53,1217.96,Narain-Mandal,Travel,1
8303857447,Thomas Goda,Chandigarh,1976-04-07,736294,2024-05-15 09:42:30,24311.71,"Parekh, Kannan and Chowdhury",Utilities,1
8608628513,Faras Dora,Punjab,1968-03-31,205903,2025-01-01 08:07:09,27863.15,Bhatnagar-Dyal,Utilities,0
9946535667,Umang Chandra,Dadra and Nagar Haveli and Daman and Diu,1994-06-06,271328,2024-08-24 13:58:47,22905.33,Hora-Oza,Electronics,1
8418929595,Omaja Badal,Goa,1994-08-16,360461,2024-05-23 00:32:57,19263.71,Jaggi and Sons,Clothing,1
7821057880,Naksh Dugar,Uttar Pradesh,1966-02-05,195960,2024-12-26 17:51:24,18677.3,"Ravi, Swamy and Tiwari",Utilities,0
6202051352,Aarini Borra,Assam,1992-02-27,531610,2025-03-28 13:26:29,6904.2,"Kashyap, Sridhar and Butala",Utilities,1
6771627903,Triya Desai,Chandigarh,1986-09-08,199362,2025-01-19 00:17:47,21363.11,Sharma-Murty,Electronics,1
7302860133,Yashoda Bandi,Uttar Pradesh,1964-08-02,144836,2024-10-02 04:14:58,41377.67,Ben LLC,Electronics,0
7553226605,Waida Kibe,Madhya Pradesh,1999-03-23,885146,2025-03-22 00:13:14,49142.91,Mahal Inc,Electronics,1
6433497638,Manan Bhalla,Tripura,1981-03-14,408451,2025-01-21 02:05:12,24421.1,Sekhon-Mukhopadhyay,Clothing,1
6325093331,Yashasvi Sarna,Punjab,1969-06-09,277405,2025-04-03 22:15:36,8532.17,"Anne, Sabharwal and Kohli",Clothing,1
6233095906,Gabriel Tripathi,Telangana,1967-09-01,964735,2025-04-17 04:16:59,39831.84,Nagi-Kothari,Utilities,0
9055639617,Triya Kale,Andaman and Nicobar Islands,1997-07-24,207001,2024-11-03 13:51:53,6105.14,"Tak, Dani and Badami",Utilities,0
7292936405,Saumya Mani,Puducherry,1965-01-23,388964,2024-12-08 07:20:55,38508.77,"Savant, Buch and Bhatt",Clothing,0
8486331750,Falan D’Alia,Goa,1968-04-30,879271,2024-07-13 05:25:02,48425.5,Dass LLC,Travel,1
6290671363,Damini Aurora,Goa,1996-07-27,065403,2025-02-28 12:52:24,7932.35,Karnik-Chada,Clothing,1
6049601099,Tejas Narasimhan,West Bengal,1970-08-20,048423,2024-09-19 07:21:37,35201.23,Sheth-Lala,Utilities,1
8466224038,Saksham Khurana,Bihar,2003-02-06,144773,2025-03-19 18:09:35,15908.86,"Om, Jayaraman and Kota",Groceries,1
9387366680,Daksh Morar,Chhattisgarh,2004-09-24,919434,2025-01-16 15:51:54,8904.72,Korpal-Bains,Utilities,1
